id,sugar_level,calories,weight,fat,food_color
5292,136.79000000000002 gr,381 cal,807.3 gr,24 gr,Rose
5293,26.430000000000007 gr,237 cal,357.62 gr,22 gr,Coffee
5294,110.07 gr,693 cal,191.96 gr,20 gr,Black
5295,95.41999999999999 gr,450 cal,333.64 gr,40 gr,Lemon Yellow
5296,106.67 gr,613 cal,1357.4 gr,29 gr,Sunset Yellow
5297,156.45999999999998 gr,574 cal,309.62 gr,33 gr,Green
5298,69.08999999999999 gr,231 cal,299.78 gr,21 gr,Sunset Red
5299,85.94 gr,727 cal,1295.54 gr,39 gr,Black
5300,113.19000000000001 gr,150 cal,627.04 gr,24 gr,Sunset Yellow
5301,68.33000000000001 gr,513 cal,74.6 gr,22 gr,Grass Green
5302,128.71 gr,648 cal,719.05 gr,37 gr,Sunset Red
5303,102.32 gr,547 cal,516.36 gr,24 gr,Purple
5304,81.58 gr,577 cal,1085.03 gr,39 gr,
5305,86.60999999999999 gr,41 cal,888.27 gr,37 gr,Purple
5306,149.08999999999997 gr,427 cal,1143.16 gr,41 gr,Sunset Yellow
5307,115.75999999999999 gr,684 cal,572.74 gr,36 gr,Purple
5308,93.53 gr,430 cal,715.12 gr,20 gr,Purple
5309,121.15 gr,182 cal,508.1 gr,34 gr,Grass Green
5310,31.400000000000006 gr,310 cal,213.14 gr,7 gr,Coffee
5311,134.35999999999999 gr,518 cal,1124.76 gr,5 gr,Rose
5312,118.14 gr,498 cal,1066.31 gr,30 gr,Grass Green
5313,95.09 gr,715 cal,35.88 gr,27 gr,Black
5314,122.99 gr,237 cal,1443.84 gr,27 gr,Sunset Yellow
5315,133.12 gr,579 cal,865.91 gr,16 gr,Purple
5316,83.39 gr,340 cal,1478.7 gr,30 gr,Sunset Yellow
5317,128.66 gr,308 cal,1491.78 gr,17 gr,Green
5318,177.71 gr,776 cal,100.33 gr,18 gr,Navy Blue
5319,32.31999999999999 gr,222 cal,1376.86 gr,15 gr,Navy Blue
5320,128.85 gr,359 cal,1852.85 gr,43 gr,Sunset Red
5321,90.16 gr,378 cal,1346.67 gr,44 gr,Black
5322,53.91 gr,339 cal,629.36 gr,32 gr,Sunset Yellow
5323,31.820000000000007 gr,320 cal,829.54 gr,30 gr,Grass Green
5324,79.0 gr,595 cal,857.1 gr,39 gr,Sunset Yellow
5325,94.47999999999999 gr,272 cal,1473.44 gr,15 gr,Black
5326,97.43 gr,458 cal,1214.13 gr,33 gr,Sunset Red
5327,86.35000000000001 gr,80 cal,1910.68 gr,,Rose
5328,68.10000000000002 gr,246 cal,770.82 gr,24 gr,Sunset Yellow
5329,57.81 gr,168 cal,1893.13 gr,15 gr,Sunset Red
5330,75.1 gr,537 cal,1692.81 gr,24 gr,Rose
5331,53.67 gr,43 cal,1578.38 gr,25 gr,Grass Green
5332,155.52 gr,735 cal,653.57 gr,33 gr,Lemon Yellow
5333,49.88000000000001 gr,286 cal,1310.9 gr,21 gr,Navy Blue
5334,49.85 gr,112 cal,1985.17 gr,18 gr,
5335,61.970000000000006 gr,,1369.71 gr,14 gr,Purple
5336,56.420000000000016 gr,359 cal,762.91 gr,8 gr,Coffee
5337,112.22 gr,684 cal,1107.99 gr,31 gr,Navy Blue
5338,146.85 gr,621 cal,147.46 gr,19 gr,Green
5339,120.53 gr,433 cal,1633.13 gr,26 gr,Black
5340,151.7 gr,526 cal,1632.08 gr,31 gr,Green
5341,21.47999999999999 gr,519 cal,1615.52 gr,15 gr,Sunset Yellow
5342,65.51 gr,98 cal,759.41 gr,41 gr,Coffee
5343,129.63 gr,317 cal,1328.02 gr,26 gr,Rose
5344,92.57999999999998 gr,431 cal,1012.93 gr,29 gr,Sunset Yellow
5345,89.92 gr,38 cal,998.61 gr,43 gr,Purple
5346,101.88 gr,588 cal,543.28 gr,15 gr,Green
5347,64.25 gr,311 cal,1775.92 gr,41 gr,Grass Green
5348,55.510000000000005 gr,339 cal,1568.48 gr,23 gr,Black
5349,78.17 gr,36 cal,1644.63 gr,32 gr,Rose
5350,94.77 gr,324 cal,680.41 gr,19 gr,Green
5351,65.4 gr,554 cal,193.23 gr,30 gr,Rose
5352,80.70000000000002 gr,501 cal,1363.92 gr,28 gr,Coffee
5353,90.04 gr,561 cal,1034.61 gr,31 gr,Sunset Yellow
5354,62.379999999999995 gr,51 cal,1919.97 gr,6 gr,Green
5355,136.46 gr,171 cal,470.17 gr,32 gr,Sunset Red
5356,118.0 gr,398 cal,1661.98 gr,29 gr,Purple
5357,83.24000000000001 gr,422 cal,1922.19 gr,34 gr,Sunset Yellow
5358,42.32 gr,203 cal,418.8 gr,28 gr,Green
5359,157.98000000000002 gr,717 cal,1613.57 gr,33 gr,Sunset Yellow
5360,16.85000000000001 gr,221 cal,1066.4 gr,20 gr,Green
5361,136.57 gr,467 cal,1480.51 gr,37 gr,Coffee
5362,107.05 gr,739 cal,1051.62 gr,24 gr,Grass Green
5363,52.93000000000001 gr,486 cal,890.19 gr,24 gr,Green
5364,80.38999999999999 gr,443 cal,1472.39 gr,44 gr,Black
5365,40.08000000000001 gr,485 cal,306.5 gr,18 gr,Coffee
5366,111.86999999999999 gr,543 cal,815.48 gr,38 gr,Sunset Red
5367,135.48000000000002 gr,422 cal,571.72 gr,35 gr,Purple
5368,136.44 gr,364 cal,966.83 gr,37 gr,Purple
5369,68.46 gr,359 cal,910.15 gr,15 gr,Rose
5370,61.68 gr,411 cal,1619.85 gr,29 gr,Green
5371,160.22 gr,521 cal,1980.03 gr,37 gr,Black
5372,63.87999999999998 gr,68 cal,698.21 gr,21 gr,Coffee
5373,131.82999999999998 gr,83 cal,388.47 gr,26 gr,Purple
5374,136.5 gr,733 cal,1482.3 gr,22 gr,Rose
5375,92.3 gr,149 cal,319.68 gr,27 gr,Grass Green
5376,94.91 gr,117 cal,242.92 gr,21 gr,Sunset Yellow
5377,74.23 gr,333 cal,1094.26 gr,20 gr,Sunset Red
5378,58.54 gr,292 cal,156.2 gr,12 gr,Grass Green
5379,117.65 gr,469 cal,673.99 gr,30 gr,Black
5380,102.42 gr,460 cal,1939.71 gr,43 gr,Sunset Yellow
5381,93.88 gr,,102.96 gr,10 gr,Coffee
5382,134.1 gr,534 cal,597.37 gr,,Black
5383,68.00999999999999 gr,335 cal,1023.46 gr,2 gr,Sunset Yellow
5384,98.24 gr,535 cal,1338.01 gr,31 gr,Black
5385,106.38 gr,470 cal,1836.05 gr,23 gr,Rose
5386,126.28 gr,362 cal,1208.22 gr,47 gr,Rose
5387,141.76 gr,715 cal,1406.76 gr,32 gr,Grass Green
5388,105.48000000000002 gr,270 cal,864.02 gr,22 gr,Sunset Yellow
5389,94.39 gr,298 cal,121.65 gr,25 gr,Sunset Yellow
5390,133.34 gr,752 cal,1362.7 gr,39 gr,Black
5391,61.94 gr,544 cal,1842.93 gr,41 gr,Black
5392,125.82 gr,597 cal,1958.15 gr,33 gr,Rose
5393,26.340000000000003 gr,445 cal,1464.01 gr,15 gr,Black
5394,69.55 gr,155 cal,472.1 gr,35 gr,Purple
5395,118.41 gr,414 cal,,40 gr,Sunset Yellow
5396,14.870000000000005 gr,449 cal,1797.67 gr,12 gr,Coffee
5397,61.879999999999995 gr,141 cal,196.21 gr,29 gr,Grass Green
5398,107.03 gr,397 cal,37.77 gr,32 gr,Green
5399,49.58999999999999 gr,,321.62 gr,13 gr,Lemon Yellow
5400,99.35 gr,309 cal,887.95 gr,21 gr,Coffee
5401,178.1 gr,402 cal,938.18 gr,29 gr,Navy Blue
5402,80.18 gr,351 cal,911.93 gr,27 gr,Lemon Yellow
5403,80.65 gr,81 cal,451.55 gr,18 gr,Purple
5404,,264 cal,1666.13 gr,27 gr,Navy Blue
5405,132.44 gr,618 cal,1914.0 gr,21 gr,Lemon Yellow
5406,103.6 gr,108 cal,616.33 gr,21 gr,Sunset Yellow
5407,93.61000000000001 gr,310 cal,107.49 gr,17 gr,Rose
5408,10.019999999999996 gr,75 cal,214.44 gr,29 gr,Navy Blue
5409,50.95 gr,82 cal,201.2 gr,34 gr,Sunset Red
5410,104.80999999999999 gr,270 cal,133.39 gr,29 gr,Navy Blue
5411,166.79 gr,529 cal,573.36 gr,37 gr,Grass Green
5412,114.13 gr,589 cal,1909.25 gr,41 gr,Purple
5413,94.61 gr,219 cal,1926.5 gr,32 gr,Green
5414,182.81 gr,654 cal,1876.69 gr,38 gr,Navy Blue
5415,99.18 gr,401 cal,1710.71 gr,39 gr,Sunset Red
5416,136.76999999999998 gr,564 cal,1095.54 gr,31 gr,Black
5417,138.72 gr,471 cal,722.12 gr,49 gr,Grass Green
5418,38.17999999999999 gr,155 cal,752.31 gr,7 gr,Green
5419,24.010000000000005 gr,106 cal,586.37 gr,12 gr,Black
5420,102.42 gr,535 cal,559.68 gr,22 gr,Coffee
5421,98.99 gr,97 cal,1660.3 gr,12 gr,Lemon Yellow
5422,114.07000000000001 gr,537 cal,1141.35 gr,39 gr,Grass Green
5423,118.72 gr,539 cal,1467.86 gr,22 gr,Black
5424,181.74 gr,557 cal,1479.54 gr,35 gr,Sunset Yellow
5425,113.75 gr,383 cal,1514.33 gr,39 gr,Sunset Red
5426,156.38 gr,567 cal,1911.92 gr,26 gr,Navy Blue
5427,100.38 gr,581 cal,476.5 gr,34 gr,Rose
5428,6.290000000000006 gr,333 cal,1341.09 gr,36 gr,Sunset Red
5429,52.400000000000006 gr,526 cal,932.16 gr,24 gr,Grass Green
5430,87.19999999999999 gr,105 cal,607.09 gr,27 gr,Sunset Red
5431,130.67 gr,68 cal,875.31 gr,10 gr,Black
5432,134.74 gr,501 cal,1098.38 gr,39 gr,Rose
5433,165.11 gr,381 cal,626.12 gr,17 gr,Sunset Yellow
5434,134.87 gr,,1737.44 gr,28 gr,Sunset Yellow
5435,139.12 gr,440 cal,1143.83 gr,40 gr,Lemon Yellow
5436,79.97 gr,380 cal,1252.38 gr,27 gr,Purple
5437,139.17000000000002 gr,372 cal,401.48 gr,24 gr,Sunset Yellow
5438,61.17999999999999 gr,96 cal,110.98 gr,24 gr,Navy Blue
5439,102.67 gr,448 cal,77.92 gr,12 gr,Sunset Red
5440,96.50999999999999 gr,473 cal,55.04 gr,33 gr,Black
5441,76.5 gr,495 cal,1332.0 gr,22 gr,Rose
5442,99.17 gr,718 cal,830.93 gr,28 gr,Coffee
5443,74.28000000000002 gr,487 cal,859.76 gr,27 gr,Black
5444,118.59 gr,623 cal,1160.08 gr,37 gr,Purple
5445,144.44 gr,548 cal,312.87 gr,19 gr,Sunset Red
5446,74.87000000000002 gr,87 cal,1176.11 gr,28 gr,Coffee
5447,150.38 gr,,210.37 gr,15 gr,Grass Green
5448,98.6 gr,453 cal,671.6 gr,23 gr,Lemon Yellow
5449,67.75 gr,489 cal,28.9 gr,39 gr,Green
5450,174.82 gr,361 cal,1621.63 gr,46 gr,Purple
5451,142.13 gr,570 cal,532.74 gr,22 gr,Sunset Yellow
5452,158.94 gr,462 cal,1763.41 gr,39 gr,Purple
5453,105.92 gr,638 cal,1149.84 gr,,Coffee
5454,74.2 gr,424 cal,1648.67 gr,32 gr,Lemon Yellow
5455,,359 cal,560.75 gr,23 gr,Grass Green
5456,85.85 gr,362 cal,420.47 gr,20 gr,Sunset Yellow
5457,109.98 gr,299 cal,313.0 gr,26 gr,Coffee
5458,92.78999999999999 gr,208 cal,219.54 gr,13 gr,Black
5459,51.239999999999995 gr,169 cal,689.54 gr,19 gr,Green
5460,25.590000000000003 gr,70 cal,854.54 gr,19 gr,Coffee
5461,94.06 gr,338 cal,780.04 gr,34 gr,Sunset Red
5462,120.46000000000001 gr,432 cal,1172.9 gr,43 gr,Coffee
5463,65.83 gr,555 cal,531.14 gr,43 gr,Rose
5464,128.58 gr,458 cal,437.17 gr,33 gr,
5465,124.49 gr,770 cal,1054.38 gr,20 gr,Navy Blue
5466,142.26999999999998 gr,723 cal,67.67 gr,22 gr,Coffee
5467,91.13 gr,488 cal,1432.63 gr,30 gr,Coffee
5468,117.83 gr,526 cal,1867.99 gr,47 gr,Rose
5469,102.14000000000001 gr,176 cal,1652.06 gr,23 gr,Black
5470,73.15 gr,329 cal,1797.86 gr,24 gr,Sunset Yellow
5471,144.88 gr,525 cal,389.53 gr,29 gr,Grass Green
5472,123.78 gr,486 cal,214.65 gr,19 gr,Black
5473,155.65 gr,576 cal,559.94 gr,28 gr,Sunset Red
5474,119.55 gr,239 cal,340.17 gr,21 gr,Purple
5475,59.469999999999985 gr,340 cal,1748.84 gr,20 gr,Lemon Yellow
5476,67.13 gr,144 cal,1866.05 gr,21 gr,Rose
5477,147.07999999999998 gr,615 cal,295.26 gr,40 gr,Sunset Red
5478,137.04 gr,527 cal,1126.75 gr,31 gr,Rose
5479,153.94 gr,461 cal,592.03 gr,31 gr,Rose
5480,152.78 gr,566 cal,577.41 gr,27 gr,Coffee
5481,56.280000000000015 gr,267 cal,1465.61 gr,10 gr,Green
5482,145.23000000000002 gr,556 cal,1280.24 gr,26 gr,Sunset Yellow
5483,117.32999999999998 gr,74 cal,1688.39 gr,21 gr,Grass Green
5484,61.2 gr,307 cal,1924.46 gr,16 gr,Coffee
5485,113.85 gr,519 cal,1133.66 gr,43 gr,Purple
5486,48.46000000000001 gr,256 cal,1464.79 gr,19 gr,Navy Blue
5487,127.61 gr,500 cal,569.43 gr,31 gr,Grass Green
5488,77.50999999999999 gr,91 cal,1050.27 gr,25 gr,Grass Green
5489,104.97 gr,331 cal,1502.61 gr,34 gr,Navy Blue
5490,130.14 gr,541 cal,874.07 gr,43 gr,Rose
5491,37.05999999999999 gr,241 cal,606.01 gr,34 gr,Sunset Yellow
5492,,451 cal,585.85 gr,17 gr,Rose
5493,99.53000000000002 gr,201 cal,1531.19 gr,25 gr,Lemon Yellow
5494,51.08000000000001 gr,357 cal,161.47 gr,18 gr,Purple
5495,174.62 gr,424 cal,876.23 gr,17 gr,Sunset Red
5496,25.42 gr,76 cal,736.44 gr,10 gr,Black
5497,162.32 gr,594 cal,473.43 gr,20 gr,Grass Green
5498,123.66 gr,623 cal,617.59 gr,21 gr,Black
5499,130.94 gr,615 cal,850.29 gr,35 gr,Navy Blue
5500,93.78 gr,66 cal,1737.97 gr,32 gr,Navy Blue
5501,174.08 gr,458 cal,1637.93 gr,22 gr,Green
5502,140.47 gr,425 cal,1078.5 gr,27 gr,Sunset Red
5503,83.41 gr,508 cal,1724.31 gr,38 gr,Sunset Yellow
5504,67.5 gr,260 cal,1370.92 gr,19 gr,Rose
5505,121.28 gr,312 cal,1249.56 gr,37 gr,Sunset Red
5506,155.92000000000002 gr,508 cal,398.69 gr,27 gr,Navy Blue
5507,92.96 gr,438 cal,1951.99 gr,1 gr,Grass Green
5508,110.98 gr,448 cal,923.39 gr,35 gr,Purple
5509,19.099999999999994 gr,243 cal,1259.16 gr,25 gr,Lemon Yellow
5510,121.44 gr,621 cal,1778.62 gr,16 gr,Coffee
5511,175.29000000000002 gr,601 cal,1053.01 gr,26 gr,Sunset Yellow
5512,115.12 gr,563 cal,114.72 gr,25 gr,Grass Green
5513,78.69 gr,264 cal,1471.72 gr,27 gr,Green
5514,123.09 gr,560 cal,1919.47 gr,31 gr,Lemon Yellow
5515,84.25999999999999 gr,366 cal,421.98 gr,31 gr,Black
5516,121.55 gr,527 cal,463.54 gr,42 gr,Rose
5517,111.48 gr,573 cal,1518.72 gr,30 gr,Lemon Yellow
5518,144.13 gr,663 cal,1605.72 gr,28 gr,Purple
5519,63.849999999999994 gr,347 cal,142.85 gr,30 gr,Rose
5520,107.25 gr,239 cal,635.16 gr,8 gr,Lemon Yellow
5521,100.91999999999999 gr,477 cal,1405.33 gr,25 gr,Grass Green
5522,78.17 gr,442 cal,1119.44 gr,46 gr,Lemon Yellow
5523,33.81999999999999 gr,415 cal,815.55 gr,35 gr,Coffee
5524,106.4 gr,649 cal,447.94 gr,27 gr,Rose
5525,113.79 gr,543 cal,115.34 gr,36 gr,Purple
5526,124.16 gr,556 cal,1016.84 gr,18 gr,Sunset Yellow
5527,132.05 gr,632 cal,363.06 gr,24 gr,Lemon Yellow
5528,159.09 gr,295 cal,1877.68 gr,42 gr,Lemon Yellow
5529,57.36 gr,275 cal,730.9 gr,25 gr,Sunset Red
5530,129.41 gr,519 cal,902.24 gr,41 gr,Green
5531,105.73 gr,504 cal,612.09 gr,40 gr,Sunset Red
5532,121.13000000000001 gr,463 cal,549.57 gr,31 gr,Purple
5533,74.55 gr,499 cal,68.46 gr,41 gr,Sunset Red
5534,36.900000000000006 gr,544 cal,1517.12 gr,24 gr,Black
5535,99.02 gr,511 cal,421.92 gr,14 gr,Coffee
5536,78.86 gr,497 cal,1053.85 gr,27 gr,Green
5537,82.89 gr,325 cal,1428.96 gr,3 gr,Lemon Yellow
5538,112.93 gr,485 cal,1166.56 gr,50 gr,Sunset Red
5539,28.539999999999992 gr,109 cal,984.85 gr,13 gr,Green
5540,38.7 gr,217 cal,1156.11 gr,19 gr,Black
5541,107.51 gr,706 cal,1547.21 gr,31 gr,Navy Blue
5542,88.04 gr,225 cal,564.42 gr,27 gr,Sunset Red
5543,120.29 gr,83 cal,1053.3 gr,37 gr,Sunset Yellow
5544,22.450000000000003 gr,391 cal,1267.19 gr,20 gr,Purple
5545,166.76 gr,533 cal,881.55 gr,43 gr,Sunset Yellow
5546,116.47999999999999 gr,219 cal,784.01 gr,4 gr,Rose
5547,66.58999999999999 gr,378 cal,611.66 gr,23 gr,Navy Blue
5548,120.15 gr,520 cal,585.73 gr,29 gr,Navy Blue
5549,75.98 gr,277 cal,427.03 gr,47 gr,Navy Blue
5550,58.39 gr,461 cal,625.59 gr,31 gr,Sunset Red
5551,144.63 gr,484 cal,1578.39 gr,42 gr,Green
5552,11.989999999999995 gr,506 cal,1828.89 gr,39 gr,Coffee
5553,42.5 gr,194 cal,356.79 gr,21 gr,Purple
5554,119.81 gr,448 cal,1723.4 gr,29 gr,Rose
5555,100.22 gr,159 cal,204.92 gr,35 gr,Grass Green
5556,154.22 gr,376 cal,1025.11 gr,30 gr,Purple
5557,107.67 gr,511 cal,1643.29 gr,32 gr,Purple
5558,103.96 gr,547 cal,1732.78 gr,33 gr,Rose
5559,129.10000000000002 gr,270 cal,1660.24 gr,25 gr,Sunset Yellow
5560,117.60999999999999 gr,365 cal,456.74 gr,25 gr,Rose
5561,109.83 gr,120 cal,1881.43 gr,20 gr,Rose
5562,32.650000000000006 gr,125 cal,1651.72 gr,22 gr,Sunset Red
5563,132.14 gr,224 cal,1821.31 gr,5 gr,Purple
5564,78.74 gr,343 cal,123.43 gr,26 gr,Lemon Yellow
5565,62.50999999999999 gr,319 cal,185.94 gr,29 gr,Sunset Yellow
5566,123.00999999999999 gr,670 cal,1081.57 gr,31 gr,Navy Blue
5567,73.63999999999999 gr,130 cal,1893.22 gr,27 gr,Rose
5568,70.53999999999999 gr,365 cal,1273.48 gr,25 gr,Navy Blue
5569,109.15 gr,294 cal,1858.9 gr,44 gr,Sunset Yellow
5570,110.78999999999999 gr,498 cal,1726.94 gr,20 gr,Lemon Yellow
5571,84.02 gr,427 cal,1208.6 gr,7 gr,Lemon Yellow
5572,106.21 gr,475 cal,1233.74 gr,30 gr,Purple
5573,82.96 gr,136 cal,1956.8 gr,22 gr,Purple
5574,72.05999999999999 gr,354 cal,900.46 gr,35 gr,Lemon Yellow
5575,107.94 gr,262 cal,1322.1 gr,32 gr,Green
5576,106.76000000000002 gr,376 cal,488.01 gr,12 gr,Sunset Red
5577,81.17999999999998 gr,137 cal,404.26 gr,19 gr,Sunset Yellow
5578,135.36 gr,487 cal,219.82 gr,41 gr,Navy Blue
5579,123.78999999999999 gr,659 cal,1921.45 gr,22 gr,Rose
5580,116.44 gr,355 cal,962.12 gr,34 gr,Black
5581,114.29 gr,,226.63 gr,27 gr,Grass Green
5582,70.62 gr,315 cal,1891.43 gr,31 gr,Navy Blue
5583,50.8 gr,366 cal,1477.24 gr,12 gr,Coffee
5584,111.16 gr,433 cal,1652.24 gr,21 gr,Navy Blue
5585,144.43 gr,352 cal,803.82 gr,25 gr,Black
5586,128.49 gr,557 cal,278.84 gr,19 gr,Coffee
5587,108.5 gr,433 cal,92.09 gr,40 gr,
5588,142.13 gr,709 cal,1402.18 gr,32 gr,Rose
5589,102.39999999999999 gr,534 cal,1721.49 gr,40 gr,Sunset Yellow
5590,129.38 gr,364 cal,304.61 gr,30 gr,Rose
5591,18.67 gr,66 cal,1874.46 gr,14 gr,Purple
5592,148.31 gr,577 cal,1684.65 gr,13 gr,Coffee
5593,143.86 gr,726 cal,1117.76 gr,26 gr,Rose
5594,79.84 gr,230 cal,1830.36 gr,33 gr,Rose
5595,84.69000000000001 gr,269 cal,1737.78 gr,23 gr,Grass Green
5596,104.76 gr,504 cal,178.96 gr,38 gr,Navy Blue
5597,131.03 gr,531 cal,85.91 gr,26 gr,Sunset Yellow
5598,103.46000000000001 gr,564 cal,1116.73 gr,32 gr,Green
5599,89.16 gr,425 cal,1304.95 gr,31 gr,Green
5600,172.06 gr,597 cal,172.49 gr,32 gr,Purple
5601,149.45999999999998 gr,546 cal,522.97 gr,24 gr,Black
5602,86.91 gr,484 cal,1860.4 gr,25 gr,Navy Blue
5603,54.510000000000005 gr,403 cal,251.18 gr,9 gr,Lemon Yellow
5604,97.1 gr,582 cal,236.37 gr,23 gr,Green
5605,46.639999999999986 gr,163 cal,299.04 gr,22 gr,Rose
5606,125.03999999999999 gr,569 cal,972.94 gr,19 gr,Navy Blue
5607,144.37 gr,503 cal,1667.11 gr,24 gr,Coffee
5608,52.03999999999999 gr,545 cal,1053.58 gr,34 gr,Green
5609,138.53 gr,428 cal,735.48 gr,25 gr,Black
5610,68.64 gr,498 cal,806.39 gr,15 gr,Green
5611,72.38000000000001 gr,481 cal,1008.67 gr,42 gr,Sunset Red
5612,141.06 gr,470 cal,240.55 gr,28 gr,Rose
5613,177.73000000000002 gr,626 cal,640.23 gr,13 gr,Rose
5614,69.25999999999999 gr,498 cal,796.1 gr,17 gr,Purple
5615,135.76 gr,539 cal,500.95 gr,12 gr,Grass Green
5616,139.58999999999997 gr,533 cal,4.26 gr,23 gr,Sunset Red
5617,91.29 gr,658 cal,704.93 gr,38 gr,Coffee
5618,142.81 gr,498 cal,973.11 gr,11 gr,Grass Green
5619,137.3 gr,325 cal,478.29 gr,26 gr,Coffee
5620,98.43 gr,343 cal,1953.56 gr,43 gr,Purple
5621,129.63 gr,778 cal,,37 gr,Green
5622,35.86 gr,488 cal,1465.53 gr,23 gr,Sunset Yellow
5623,97.87 gr,287 cal,1884.77 gr,23 gr,Sunset Red
5624,162.11 gr,352 cal,234.79 gr,45 gr,Sunset Red
5625,132.82 gr,260 cal,972.78 gr,17 gr,Green
5626,127.86 gr,571 cal,111.45 gr,31 gr,Navy Blue
5627,94.01 gr,450 cal,300.15 gr,35 gr,Navy Blue
5628,109.69 gr,601 cal,725.11 gr,27 gr,Black
5629,100.35000000000001 gr,448 cal,1650.8 gr,22 gr,Sunset Yellow
5630,95.84 gr,529 cal,90.61 gr,39 gr,Rose
5631,166.74 gr,608 cal,1556.8 gr,32 gr,Purple
5632,73.95000000000002 gr,393 cal,1722.44 gr,41 gr,Sunset Red
5633,98.9 gr,229 cal,448.87 gr,16 gr,Rose
5634,10.930000000000007 gr,505 cal,988.05 gr,22 gr,Coffee
5635,97.1 gr,62 cal,664.34 gr,27 gr,Coffee
5636,146.14 gr,504 cal,1826.19 gr,31 gr,Lemon Yellow
5637,72.1 gr,460 cal,1128.44 gr,27 gr,Lemon Yellow
5638,139.91 gr,560 cal,1362.85 gr,33 gr,Rose
5639,151.09 gr,601 cal,161.57 gr,23 gr,Black
5640,118.56 gr,435 cal,695.75 gr,31 gr,Lemon Yellow
5641,72.30000000000001 gr,200 cal,1738.95 gr,19 gr,Lemon Yellow
5642,101.27 gr,130 cal,1323.98 gr,20 gr,Lemon Yellow
5643,119.66 gr,398 cal,240.88 gr,33 gr,Lemon Yellow
5644,122.82 gr,295 cal,1630.09 gr,21 gr,Sunset Red
5645,98.0 gr,554 cal,1850.37 gr,36 gr,Sunset Yellow
5646,139.6 gr,695 cal,709.37 gr,31 gr,Black
5647,106.46000000000001 gr,483 cal,1553.79 gr,23 gr,Sunset Yellow
5648,156.26 gr,772 cal,65.41 gr,34 gr,Grass Green
5649,124.69999999999999 gr,99 cal,1653.48 gr,26 gr,Purple
5650,91.31 gr,294 cal,1078.99 gr,44 gr,Green
5651,121.34 gr,417 cal,949.98 gr,29 gr,Navy Blue
5652,97.58 gr,753 cal,1801.74 gr,27 gr,Sunset Yellow
5653,115.94 gr,685 cal,203.98 gr,24 gr,Green
5654,100.06 gr,568 cal,920.03 gr,28 gr,Sunset Yellow
5655,99.65 gr,573 cal,1362.83 gr,41 gr,Purple
5656,121.03 gr,499 cal,460.3 gr,39 gr,Black
5657,49.870000000000005 gr,136 cal,1958.19 gr,31 gr,Purple
5658,12.799999999999997 gr,253 cal,858.31 gr,15 gr,Sunset Red
5659,83.76 gr,617 cal,1034.22 gr,17 gr,Lemon Yellow
5660,105.78 gr,542 cal,1891.96 gr,40 gr,Coffee
5661,91.94 gr,636 cal,324.22 gr,29 gr,Green
5662,116.42 gr,496 cal,603.87 gr,47 gr,Sunset Yellow
5663,158.27 gr,470 cal,555.76 gr,18 gr,Green
5664,84.96000000000001 gr,,4.84 gr,45 gr,Black
5665,122.66 gr,671 cal,1929.5 gr,35 gr,Grass Green
5666,125.0 gr,389 cal,1049.88 gr,16 gr,Black
5667,40.61 gr,398 cal,1204.76 gr,15 gr,Rose
5668,133.76999999999998 gr,426 cal,955.53 gr,35 gr,Rose
5669,153.63 gr,541 cal,455.38 gr,24 gr,Sunset Red
5670,120.92 gr,541 cal,761.1 gr,36 gr,Green
5671,94.85999999999999 gr,9 cal,780.71 gr,14 gr,Grass Green
5672,34.83 gr,433 cal,1720.07 gr,26 gr,Sunset Red
5673,126.87 gr,518 cal,1405.38 gr,36 gr,Lemon Yellow
5674,,406 cal,471.15 gr,36 gr,Lemon Yellow
5675,97.26000000000002 gr,447 cal,744.58 gr,35 gr,Rose
5676,124.62 gr,376 cal,1767.38 gr,37 gr,Navy Blue
5677,74.06 gr,552 cal,1967.7 gr,23 gr,Lemon Yellow
5678,140.47 gr,547 cal,894.43 gr,19 gr,Purple
5679,129.59 gr,413 cal,32.81 gr,36 gr,Black
5680,83.91 gr,572 cal,316.87 gr,24 gr,Sunset Red
5681,112.13000000000001 gr,305 cal,1411.98 gr,11 gr,Sunset Yellow
5682,163.49 gr,576 cal,1768.12 gr,21 gr,Black
5683,85.23 gr,97 cal,1826.64 gr,11 gr,Black
5684,132.72 gr,478 cal,1580.44 gr,31 gr,Lemon Yellow
5685,68.44 gr,507 cal,1331.06 gr,27 gr,Purple
5686,142.18 gr,589 cal,418.93 gr,36 gr,Black
5687,81.96 gr,399 cal,1975.3 gr,25 gr,Coffee
5688,62.61 gr,525 cal,1364.58 gr,3 gr,Green
5689,106.50999999999999 gr,645 cal,323.17 gr,40 gr,Navy Blue
5690,80.84 gr,674 cal,1642.7 gr,31 gr,Grass Green
5691,77.51 gr,476 cal,283.37 gr,44 gr,Lemon Yellow
5692,122.03 gr,306 cal,1905.02 gr,13 gr,Black
5693,86.44 gr,494 cal,1612.64 gr,21 gr,Green
5694,149.55 gr,577 cal,719.65 gr,39 gr,Sunset Red
5695,76.11 gr,350 cal,1678.59 gr,20 gr,Green
5696,147.48000000000002 gr,387 cal,667.84 gr,19 gr,Navy Blue
5697,94.84 gr,489 cal,777.03 gr,22 gr,Navy Blue
5698,38.94 gr,479 cal,1839.36 gr,0 gr,Purple
5699,127.89999999999999 gr,526 cal,500.9 gr,30 gr,Grass Green
5700,148.35 gr,606 cal,299.48 gr,28 gr,Sunset Yellow
